kSW,kGHZ,kBell,kA,kD,rateSum,rateGHZ,rateBell
23,9,14,2,7,2.61815164601979,0.0984880965553853,2.5196635494644
23,10,13,2,6,2.19217005003531,0.0984880965553853,2.09368195347993
23,11,12,2,6,2.19217005003531,0.0984880965553853,2.09368195347993
23,12,11,3,5,2.08098281530313,0.431371675175746,1.64961114012738
23,13,10,3,5,2.08098281530313,0.431371675175746,1.64961114012738
23,14,9,3,4,1.67913282187188,0.431371675175746,1.24776114669613
23,15,8,3,4,1.67913282187188,0.431371675175746,1.24776114669613
23,16,7,4,3,1.51335886708555,0.649172084018365,0.864186783067182
23,17,6,4,3,1.51335886708555,0.649172084018365,0.864186783067182
23,18,5,4,2,1.08391765076575,0.649172084018365,0.434745566747388
23,19,4,4,2,1.08391765076575,0.649172084018365,0.434745566747388
23,20,3,5,1,1.11199272670721,0.999551874271552,0.112440852435657
23,21,2,5,1,1.11199272670721,0.999551874271552,0.112440852435657
23,22,1,5,0,0.999551874271552,0.999551874271552,0
23,23,0,5,0,0.999551874271552,0.999551874271552,0
24,0,24,0,12,4.65370960450788,0,4.65370960450788
24,1,23,0,11,4.22561736954987,0,4.22561736954987
24,2,22,0,11,4.22561736954987,0,4.22561736954987
24,3,21,0,10,3.80855917134873,0,3.80855917134873
24,4,20,1,10,3.80855917134873,0,3.80855917134873
24,5,19,1,9,3.36256679821114,0,3.36256679821114
24,6,18,1,9,3.36256679821114,0,3.36256679821114
24,7,17,1,8,2.9343974800413,0,2.9343974800413
24,8,16,2,8,3.03288557659668,0.0984880965553853,2.9343974800413
24,9,15,2,7,2.61815164601979,0.0984880965553853,2.5196635494644
24,10,14,2,7,2.61815164601979,0.0984880965553853,2.5196635494644
24,11,13,2,6,2.19217005003531,0.0984880965553853,2.09368195347993
24,12,12,3,6,2.52505362865568,0.431371675175746,2.09368195347993
24,13,11,3,5,2.08098281530313,0.431371675175746,1.64961114012738
24,14,10,3,5,2.08098281530313,0.431371675175746,1.64961114012738
24,15,9,3,4,1.67913282187188,0.431371675175746,1.24776114669613
24,16,8,4,4,1.8969332307145,0.649172084018365,1.24776114669613
24,17,7,4,3,1.51335886708555,0.649172084018365,0.864186783067182
24,18,6,4,3,1.51335886708555,0.649172084018365,0.864186783067182
24,19,5,4,2,1.08391765076575,0.649172084018365,0.434745566747388
24,20,4,5,2,1.43429744101894,0.999551874271552,0.434745566747388
24,21,3,5,1,1.11199272670721,0.999551874271552,0.112440852435657
24,22,2,5,1,1.11199272670721,0.999551874271552,0.112440852435657
24,23,1,5,0,0.999551874271552,0.999551874271552,0
24,24,0,6,0,1.25587978604929,1.25587978604929,0
25,0,25,0,12,4.65370960450788,0,4.65370960450788
